Artist,Track,SpotifyID,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Key_mode_Ratio,duration_ms,billboard_hit
Jason Michael Carroll,No Good In Goodbye,6VCKBHjvzN61g4yY3BAQR8,0.391,0.796,-3.074,0.0338,0.352,0.0,0.278,0.334,175.37,2.0,229880,0
Walter Trout,Earrings on the Table,4XUmyxKKyZfj5LNqvcUQ7G,0.461,0.0894,-18.445,0.041,0.932,0.0,0.0876,0.547,79.939,7.0,104240,0
Heaven 17,(We Don't Need This) Fascist Groove Thang (Rapino Club Mix),4n7sOeeZwu8uC8KNzbJCfA,0.653,0.767,-12.841,0.0469,0.0468,0.683,0.0429,0.699,135.544,7.0,355667,0
Helmet,Give It,6rVleAFgtmJ04Omk6Mmon5,0.293,0.831,-8.384,0.0579,2.95e-05,0.102,0.137,0.553,142.656,0.0,256933,0
Gertrudis,Quitxalla,0AWZZXiCMwSkZTxGkn7uFZ,0.741,0.955,-5.051,0.0436,0.277,0.0,0.268,0.755,112.002,0.0,228227,0
Dax Riggs,Radiation Blues,6oDDan1LyZwwerVkYwA1b3,0.191,0.977,-2.946,0.148,0.0578,1.03e-05,0.0939,0.225,182.346,11.0,152907,0
George Lopez,Vibrators,60cJsHF95OFl7S7tL1gCmR,0.413,0.989,-7.49,0.897,0.854,0.00662,0.982,0.0347,114.342,1.0,330160,0
Mithotyn,On Misty Pathways,31WrZRjiB79lYWN08BqSzw,0.081,0.971,-3.95,0.0588,1.28e-06,0.323,0.0786,0.284,172.605,0.0,313827,0
Creedence Clearwater Revisited,Proud mary,5FeYT18n6kt5db6pfzKh7y,0.649,0.892,-6.055,0.0408,0.00731,0.0,0.957,0.678,123.338,2.0,203546,0
Entre Ríos,Altas Horas,0CLk0hAhgK0syuKMkVngzq,0.624,0.432,-9.356,0.0277,0.869,0.0948,0.199,0.267,95.982,7.0,221640,0
Kekele,Affaire Mokuwa,5t5tPM8jn2iMyTTWPRTCyW,0.846,0.752,-5.05,0.033,0.593,3.38e-06,0.0925,0.96,129.97,2.0,306867,0
DCX,Hold Me,45mH0DFaE2DAPbpeR0Fsxi,0.582,0.899,-4.334,0.0513,0.001,9.7e-06,0.341,0.629,134.922,0.0,193560,0
Karen Peck And New River,My God Will Always Be Enough,3I9SVIQrUxtfx5wYowf5OO,0.42,0.126,-12.026,0.0355,0.878,0.0,0.118,0.233,110.951,11.0,280453,0
Memphis Minnie,Nothing In Rambling,2tnZvPVv75VFjslx6eBAw1,0.814,0.133,-13.742,0.0473,0.982,0.0,0.103,0.851,113.85,11.0,166480,0
VHS Or Beta,New Day Rising,7qj1H4WI0wzFcd2FDo17yk,0.658,0.597,-10.064,0.0367,8.55e-05,0.552,0.124,0.403,131.833,7.0,334133,0
A Tribe Called Quest,Like It Like That,67UpJLYBsYEAbe0Mm1xRf8,0.931,0.409,-8.059,0.159,0.585,1.11e-06,0.0946,0.715,95.02,0.0,166773,0
Ms. Dynamite / Kymani Marley,Seed Will Grow,0LeRtqNjdW4boR7PoB4ncp,0.843,0.475,-11.375,0.196,0.0292,0.00254,0.0944,0.826,89.998,0.0,203907,0
ARRESTED DEVELOPMENT,Raining Revolution (Live) (Unplugged),0obZSxypRltEXDlVcFmNMa,0.603,0.303,-18.209,0.399,0.198,3.03e-06,0.97,0.289,83.221,0.0,273760,0
Cliff Edwards/Disney Studio Chorus,When You Wish Upon A Star,1WrPa4lrIddctGWAIYYfP9,0.236,0.261,-13.647,0.0374,0.955,0.0245,0.424,0.106,93.379,2.0,195067,0
Café Quijano,Hablando A Un Cristal,2F8o6K1lcmbFVBPWIJXW7z,0.775,0.906,-3.893,0.057,0.00663,0.000114,0.28,0.797,104.069,5.0,208720,0
Dobet Gnahoré,Kakou,6LXoKD1pmsHyb1fvuZ8LuQ,0.733,0.623,-8.291,0.0379,0.715,2.78e-06,0.167,0.426,103.968,9.0,274920,0
Amorphis,Into Hiding,4UtVryszeh7c4pAV56yWPi,0.249,0.755,-9.505,0.0381,1.5e-06,0.939,0.0544,0.244,129.394,0.0,225400,0
Charlie Haden,American Dreams,4yemmjBUqYH3aduwLAHyhW,0.244,0.0403,-25.084,0.0337,0.785,0.854,0.104,0.0376,86.257,7.0,289920,0
Rachel Portman,The Letters,537L4zrdIPKnOmfn6G8s5p,0.174,0.0339,-25.604,0.0405,0.957,0.109,0.0862,0.0543,117.966,0.0,161880,0
Noah Lewis,Devil In The Wood Pile,10iX6KMgoQow5eAsFJDhDI,0.585,0.203,-17.078,0.333,0.984,0.136,0.333,0.806,80.184,7.0,173653,0
BT,Korean Waterhole,0RJYyVvrOWXzAM9L18LkVw,0.153,0.0432,-22.112,0.046,0.701,0.863,0.102,0.0783,92.883,2.0,94840,0
Rickie Lee Jones,Second Time Around,62Qkr4wXpyH7gOqwRn3P6R,0.536,0.0266,-24.249,0.0421,0.87,0.0513,0.112,0.122,100.415,8.0,290067,0
L7,Baggage,7weDcpO5udrfxVm8bjrziE,0.283,0.775,-8.098,0.0298,7.8e-06,0.483,0.114,0.503,105.804,0.0,198760,0
The All American Rejects,The Future Has Arrived,5fRxjiGvDyqIOkE1ogmT5l,0.539,0.816,-9.448,0.0321,0.0525,0.0,0.0792,0.645,145.958,9.0,185533,0
Jim Reeves,May The Good Lord Bless And Keep You,7x7Z2zG4zrYgesuSPLaJpH,0.462,0.0934,-19.058,0.0304,0.864,0.148,0.111,0.361,86.182,7.0,155573,0
The Who,Sodding About,1ayHHBik0kNn4TB4fqjME6,0.466,0.763,-7.393,0.0325,4.08e-06,0.753,0.539,0.722,120.61,0.0,167467,0
Fever Ray,When I Grow Up,2Hy2bQlZcLSxNY73CobvZx,0.472,0.631,-9.66,0.0526,0.362,0.533,0.153,0.548,122.538,0.0,271280,0
Novika,Common Tear,3LKc60JRd1PRG8KGuAeh4M,0.73,0.52,-9.246,0.031,0.122,0.0141,0.111,0.451,100.014,0.0,214440,0
Camp Lo,Sparkle,2z3yusFTUqBSSmxRPk9Bzn,0.797,0.59,-8.38,0.344,0.043,0.0,0.0956,0.555,93.912,0.0,218693,0
Raphaël,Caravane (Live 2006),1gULVTvytuAWcDHM9P4f5u,0.395,0.739,-8.079,0.0343,0.347,0.000699,0.52,0.258,98.681,7.0,289067,0
Atman,Lingan,4EpF4h5gHKahRY8XMrw4fE,0.674,0.459,-14.559,0.04,0.787,0.879,0.0947,0.635,109.088,2.0,345160,0
Soilwork,As The Sleeper Awakes,0XAC5iJdZfGBvvemOEGIYY,0.49,0.983,-5.286,0.14,2.18e-05,0.907,0.295,0.307,114.012,7.0,256235,0
V V Brown,LEAVE!,0JGz8mFkimQUDCePWOY48A,0.533,0.774,-6.444,0.0539,0.00033,1.52e-06,0.184,0.802,150.047,0.0,228360,0
Daniel Johnston,High Horse,5h8Q64Ed74gFLCpRkv66RM,0.521,0.724,-6.667,0.0275,0.000365,0.314,0.122,0.452,128.038,0.0,153347,0
Ashton Shepherd,Sounds So Good,6ONHzocQurXRl6HkQ4th2y,0.523,0.904,-3.548,0.0373,0.284,0.0,0.299,0.656,154.248,4.0,207067,0
Terry Dexter,Beautiful One,27LzInfFRqtMHyzHj6UvUM,0.549,0.399,-7.708,0.029,0.869,1.15e-06,0.127,0.191,100.899,1.0,281853,0
Hatiras,Lost In Space,6DXraRuV2Ii15som4o6mlG,0.673,0.991,-5.273,0.119,0.000288,0.13,0.373,0.34,130.013,0.0,295387,0
Bebo Norman,Britney,4oNDQ2Imx8ubGqIn9BY44s,0.623,0.567,-6.317,0.0266,0.0786,0.00427,0.109,0.514,95.943,5.0,213600,0
Uriah Heep,Son Of A Bitch,2l9A6qI0sWnC6el0ui5YaI,0.484,0.808,-7.975,0.0552,0.00334,0.00253,0.162,0.745,141.187,0.0,246853,0
Butthole Surfers,Tongue,7IaKBTr6zkZeXwrEDqPZ3d,0.308,0.752,-9.874,0.0522,0.000913,0.0376,0.43,0.202,128.169,1.0,126600,0
George Faith,If Loving You Is Wrong I Don't Wanna Be Right,5M9yhQFPmWOKkJQUnF7d1D,0.743,0.529,-14.1,0.133,0.0681,1.03e-06,0.0558,0.511,119.838,0.0,277106,0
Future Leaders of the World,Spotlight,0H31m9oKH156nUme8QnXaM,0.526,0.922,-4.127,0.0485,0.000145,0.000288,0.0719,0.177,120.647,8.0,249667,0
Darden Smith,Mill Creek,3uKttKEUVGK3vCGAumvww2,0.736,0.344,-14.241,0.03,0.75,0.0642,0.117,0.439,120.009,5.0,234747,0
Lifer,Breathless,6GmKS2TBRo53eLX9w0RhUM,0.627,0.962,-6.174,0.103,0.000104,0.0391,0.0662,0.448,98.564,0.0,282867,0
Mudhoney,The Money Will Roll Right In,4uawk8R4sWdObV1ypxi8ZR,0.196,0.886,-3.85,0.0593,2.75e-05,0.866,0.891,0.52,69.82,0.0,166320,0
Zeromancer,The Death Of Romance,5zPhLQOrlzQFwWmg38Eqxs,0.544,0.877,-6.556,0.0362,0.0212,0.000418,0.213,0.416,128.039,5.0,247413,0
Bon Jovi,The Radio Saved My Life Tonight,1O3Ppyj7xjQhxwAkGP6Dbb,0.454,0.925,-5.353,0.0836,0.00106,0.0159,0.143,0.383,146.467,4.0,307373,0
Broadcast,Where Youth And Laughter Go,6IeFH0zOrO5ZomVLukUrdi,0.531,0.682,-5.815,0.0291,0.000336,0.0,0.0794,0.41,119.271,0.0,163907,0
Super Cat,Oh It's You,0zTWhryeh9WtGtkiMpIQ2x,0.78,0.703,-8.56,0.399,0.0205,0.0,0.0816,0.827,167.67,1.0,229667,0
Big Maybelle,Tell Me Who,3fp0kTnEjmlCYu5k6UY4n4,0.432,0.56,-10.353,0.0897,0.816,0.0,0.0805,0.856,172.115,10.0,134200,0
War Babies,Cry Yourself To Sleep,0AwIBq27POYb5sTHiGeVbi,0.338,0.894,-5.804,0.0549,0.0149,0.000192,0.196,0.188,165.845,0.0,285827,0
Belle & Sebastian,Stay Loose,2bv52sLGRntdTTgI0dCfuU,0.718,0.569,-7.348,0.0345,0.0542,1.35e-06,0.0545,0.633,129.775,0.0,401867,0
Naughty By Nature,Family Tree,3M1vxueD9OCghNk4nYQtsb,0.852,0.718,-3.676,0.307,0.0582,0.0,0.167,0.207,92.036,0.0,330093,0
J.B. Lenoir,The Mojo,3mmsy5EzunSx4BWpR5EinA,0.854,0.677,-6.613,0.089,0.474,1.49e-05,0.247,0.962,129.646,0.0,137667,0
Zebra,Red,7p5SSseoLvAIVTI35lFjPo,0.643,0.718,-8.66,0.431,0.0867,0.0,0.149,0.695,89.851,0.0,205107,0
The Tragically Hip,Ahead By A Century,20QnPVTFe3GbDhO1gAcj6d,0.759,0.558,-9.361,0.028,0.0271,0.00743,0.102,0.366,126.783,7.0,223133,0
Michael Gettel,River Run,2KCFzMkBDd5KXjDn5KBnIU,0.2,0.39,-17.799,0.0374,0.203,0.923,0.0891,0.158,72.607,11.0,452200,0
Stephen Marley,Mind Control,1RUWWtP4YelyN6EXObDMUY,0.591,0.739,-5.658,0.283,0.0634,1.47e-06,0.0479,0.694,85.214,0.0,261080,0
Agnostic Front,Standing On My Own,0N8xBDV6uHkD1OlqsYGnjn,0.342,0.967,-5.218,0.0564,0.000234,0.0,0.27,0.442,108.706,9.0,105840,0
T-Bone,Ride Wit Me,2hcQgjrOkkKNgaflmUTE3Y,0.861,0.598,-6.663,0.311,0.0464,0.0,0.0528,0.724,96.052,1.0,234243,0
Novembre,Reason,01qXe0puii2VOwYVX6hwSJ,0.22,0.789,-6.791,0.0427,7.22e-05,0.196,0.127,0.112,104.765,0.0,450707,0
Tinariwen,Assouf,1EC8DJ5LJVB6vfbFaD50Pg,0.518,0.702,-6.481,0.0662,0.539,0.163,0.0881,0.522,81.144,9.0,238627,0
Móveis Coloniais de Acaju,Esquilo não samba,0CWlkCTXDcob0qu4UWOp6s,0.38,0.841,-5.379,0.0654,0.0662,0.0,0.292,0.71,101.977,10.0,271533,0
Beyoncé,Krazy In Luv,6VfydFn17hf31kcl22KR7u,0.719,0.936,-5.258,0.0486,0.00709,0.408,0.101,0.547,130.033,0.0,219160,0
Information Society,Empty,6BoIM6IY6grY3U08658OQW,0.595,0.793,-8.883,0.0962,0.000209,0.826,0.233,0.251,94.987,11.0,512773,0
Otis Taylor,Hungry People,0MnmuriiGcstgrLQSixznt,0.519,0.426,-10.033,0.0437,0.852,0.011,0.124,0.475,125.338,0.0,301880,0
ÄI-TIEM,Äi Jo,0vfBVJ4CPrFQzcz5vUfrXG,0.801,0.53,-9.747,0.306,0.0496,0.0,0.107,0.29,135.853,0.0,100653,0
Jason & The Scorchers,19th Nervous Breakdown,3Czri5lQotbwZY78FH6fFz,0.297,0.969,-4.306,0.063,0.00123,0.000305,0.168,0.53,176.366,2.0,228853,0
Del The Funky Homosapien,Why You Wanna Get Funky...,0DiSFnjF8Szv3if2RzOXw4,0.824,0.634,-7.939,0.333,0.0457,0.0,0.0882,0.421,91.034,0.0,316600,0
Talking Heads,Two Note Swivel (Unfinished Outtake),6CtUsDcTVu2JYbZevtaiQ5,0.883,0.468,-11.893,0.0434,0.00735,0.525,0.111,0.799,116.123,7.0,348787,0
Justin Timberlake,Sexy Ladies,5Gq7IN29DbgUO8Ris1TZKl,0.896,0.452,-5.637,0.258,0.0171,0.00782,0.0645,0.644,99.905,6.0,238600,0
Mau Mau,Balon Combo,0gsFaugjLzg7pTdGDm83DD,0.657,0.929,-7.104,0.0757,0.124,0.0,0.0932,0.885,97.862,0.0,234200,0
Daughters,Jones From Indiana,63eub5BCNf1nNDqIIcCmkK,0.239,0.994,-4.503,0.278,1.77e-05,0.0533,0.367,0.0417,87.497,0.0,64987,0
Lifehouse,Simon,085lxRZbyXLv8KCkcBkRAw,0.447,0.676,-7.141,0.0386,0.185,2.54e-06,0.0559,0.169,141.862,0.0,361000,0
Shai Hulud,We Who Finish Last,5xxfXojVvnScX8aTzVU7L5,0.327,0.995,-3.808,0.172,0.0076,0.0,0.902,0.335,136.241,5.0,188333,0
Bénabar,La Pierrade,7HKTvGAtFcKd9KAKQfLlfU,0.631,0.504,-11.69,0.0387,0.498,0.000472,0.114,0.555,142.978,0.0,243600,0
Redman,Suicide,2YL40WrfGr1HAIcDynhKFi,0.347,0.756,-12.096,0.793,0.078,3.73e-06,0.719,0.457,59.544,0.0,209867,0
Mother Superior,Get that Girl (Remix),2j5UDgc8OwWXKgzuYG92ap,0.484,0.715,-6.911,0.0725,0.0484,2.26e-05,0.118,0.794,144.818,6.0,170173,0
Skyforger,In the Underworld,4b9n2UAnQ3xs43lpfknc1Y,0.258,0.965,-4.237,0.137,5.67e-05,0.00926,0.353,0.224,101.703,0.0,252933,0
The Exciters,Reaching For The Best,6NARHA1XDHR91xzL7nQBzh,0.733,0.724,-8.032,0.0302,0.0178,0.0,0.383,0.85,137.431,0.0,194533,0
Dimmu Borgir,Sympozium,7i3N24oydaFTWrtxsu1IVE,0.188,0.926,-2.523,0.0598,3.03e-06,0.946,0.118,0.267,135.186,0.0,313835,0
Atomship,Whitfield,1LMLAoQxgOyEeegpxmQpve,0.34,0.905,-5.284,0.073,0.000386,0.0278,0.124,0.355,136.002,10.0,295227,0
Spongebob Squarepants,Ripped Pants,6jRX28JQ6SoyLj0FqYEqFs,0.768,0.585,-8.331,0.119,0.101,0.0,0.445,0.617,122.73,0.0,76813,0
Disembowelment,Your Prophetic Throne Of Ivory,7nKYINLBZEibCoZEFt8y81,0.267,0.814,-7.948,0.066,0.0213,0.546,0.125,0.039,113.866,0.0,460613,0
Regina Belle,Quiet Time,0JMqKxcGZo1nsKrBVWmUIh,0.604,0.692,-9.039,0.0489,0.277,0.0,0.0713,0.626,92.653,0.0,307333,0
Kelly Sweet,We Are One,5Ay8dt7sbClcVPaXfvP2uc,0.511,0.41,-9.569,0.0393,0.757,9.71e-05,0.119,0.234,139.803,11.0,216213,0
Junior Kimbrough,All Night Long,2iQg2dHR0zkyNN3uNFVQ8a,0.402,0.313,-19.031,0.0332,0.0177,0.0105,0.161,0.466,180.697,0.0,350600,0
Big Jay Oakerson,It's All In How You Look At It,5JiqOdS6LFnUDBDZaV8uLN,0.452,0.921,-6.607,0.879,0.86,0.0,0.882,0.487,143.929,6.0,172520,0
Pat Metheny,Traveling Fast,4EAB4TcXil8yVNvyldGGhH,0.316,0.57,-13.286,0.112,0.427,0.888,0.723,0.626,81.01,7.0,711693,0
Marco Beltrami,Dead Hackers,0uZ36FQbtXxPuqwQItYaJF,0.235,0.127,-20.555,0.0376,0.836,0.916,0.0782,0.0385,134.598,11.0,91320,0
Everyday Sunday,Comfort Zone,6b2FnukOqS9UbRk9mPNhct,0.454,0.912,-4.84,0.0399,2.41e-05,0.0,0.276,0.64,97.216,1.0,160467,0
Shania Twain,Two Hearts One Love,7A3VFvZV1R10oosoSjpqrF,0.51,0.832,-6.407,0.0304,0.00278,0.0,0.144,0.519,113.796,9.0,224493,0
Dala,Alive,6LM6yXPoL5gXI12ZpdSwqw,0.655,0.53,-7.531,0.0326,0.0421,1.62e-05,0.113,0.331,121.925,9.0,242040,0
Berlin,Now It's My Turn (Aqualite Mix),1tKRXlOxUtdHknEDmygUim,0.772,0.539,-9.335,0.0694,0.00264,0.0362,0.0683,0.236,132.019,0.0,231173,0
Intex Systems,Vapour Fragments,73FH0XMiHRlbYjBDmRUmEL,0.463,0.532,-14.367,0.0497,0.535,0.714,0.141,0.374,182.128,6.0,131147,0
Las Ketchup,Tengo Un Novio Tántriko,2uh68wSgp7NEHLZDTxX9jH,0.606,0.857,-4.285,0.113,0.134,0.000153,0.124,0.624,180.97,0.0,195133,0
Cross Country,A Fall Song,4UpsgSsn0tXXTUAKk9M2C6,0.366,0.361,-11.132,0.0306,0.725,0.00055,0.102,0.337,127.742,9.0,168773,0
Joe McBride,All In,1P7AOaG299qROM2Jm6MeG9,0.685,0.718,-8.213,0.0374,0.0747,0.831,0.0806,0.919,100.01,7.0,262907,0
M83,Let Men Burn Stars,3woumOhuHxPEFsmGYqRLgA,0.244,0.583,-11.303,0.0471,0.853,0.985,0.0946,0.275,135.178,0.0,117040,0
Suicidal Tendencies,Monopoly On Sorrow,2Lb7mXegBW3WJEOict7Q47,0.388,0.888,-6.929,0.0745,0.00455,7.84e-05,0.0975,0.528,130.102,11.0,310544,0
Cam'Ron / Juelz Santana / Jimmy Jones,Come Home With Me,65WdKNpIO4JocpomnZfh3y,0.668,0.857,-4.952,0.234,0.0282,0.0,0.35,0.695,81.801,0.0,300748,0
Saosin,Bury Your Head (Acoustic),33mPPtaU0lUwRq3dr27xws,0.46,0.638,-3.71,0.0304,0.143,0.0,0.112,0.0995,125.034,0.0,254227,0
Oldelaf et Monsieur D,Ouragan,3qc3VAkxio9bTczjcQ81w2,0.507,0.00279,-10.091,0.0769,0.738,0.000152,0.175,0.973,120.329,0.0,540827,0
Sergio Dalma,Un Cachito De Ti,4zboPVlsV6xH0Nw2njrbFi,0.569,0.808,-5.389,0.0299,0.18,0.0,0.176,0.751,82.03,11.0,251933,0
Blue October,Blue Skies,0eeBHKbZv2xHmrVjDxL3ve,0.651,0.967,-6.981,0.122,0.0428,0.0,0.223,0.365,116.978,7.0,223320,0
Usher,Pianolude,6gcWu0UJ5D0N9Z4tHHSd88,0.273,0.282,-17.855,0.0391,0.648,0.000108,0.915,0.465,104.199,8.0,212600,0
Bikini Machine,The Race,6EdyTESdBC5gp5GCot7oeA,0.121,0.781,-4.349,0.0427,5.34e-05,0.843,0.137,0.0741,163.59,0.0,282358,0
Dexys Midnight Runners,Breaking Down The Walls Of Heartache,4cLbn1OTWO0Y9QLyJ3cxgD,0.513,0.825,-7.929,0.0576,0.277,0.0,0.089,0.825,161.102,0.0,205347,0
Gina V. D'Orio,Naval War,3JpdHmc5pwrUdTGSuDJkdC,0.52,0.531,-9.931,0.134,0.222,8.6e-06,0.108,0.591,138.193,0.0,142093,0
Twin Atlantic,What Is Light? Where Is Laughter? (Acoustic Version),0uGXjHru9k3Euvc8lTuwh3,0.566,0.307,-5.421,0.0463,0.323,0.0,0.133,0.478,141.802,9.0,242360,0
Martina McBride,Make Me Believe,5UJi5agAvxA4BAeaPuIAYt,0.494,0.737,-6.109,0.0311,0.0313,0.0,0.0657,0.378,159.583,6.0,230680,0
Unkle Bob,What Do I Know,0a0mwZ8w5VuofottIEH2zi,0.545,0.536,-6.704,0.026,0.102,0.0997,0.115,0.179,124.022,0.0,252133,0
Becoming The Archetype,Ex Nihilo,0Y2HqgvrqHAVIcwx2FGnGo,0.26,0.991,-3.356,0.14,1.14e-05,0.264,0.319,0.0779,145.886,8.0,308813,0
Adam Richman,From The Pain,6Fa9un9Y2HPIsDc3ffDkSL,0.597,0.949,-3.28,0.0404,0.00114,0.000703,0.123,0.783,131.98,3.0,235240,0
