Artist,Track,SpotifyID,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Key_mode_Ratio,duration_ms,billboard_hit
Monica,Everything To Me,4ZOkuIDN8wRczzu1XUYC4y,0.308,0.529,-5.319,0.0874,0.479,0.0,0.441,0.485,80.794,0.0,196960,1
T.I.,Yeah Ya Know (Takers),4JGypFKEHrlufSjF8DPl9X,0.457,0.895,-5.987,0.0722,0.00112,0.0,0.523,0.236,139.923,1.0,249800,1
The Black Eyed Peas,Imma Be,5OiLJ8tjUPFiPX2gVM8fxJ,0.597,0.517,-6.963,0.365,0.179,0.0,0.307,0.412,92.035,0.0,257560,1
Glee Cast,Good Vibrations,7x9TjeSywHXoyy3DJTRacA,0.753,0.975,-4.621,0.104,0.00223,0.001,0.0229,0.585,122.001,7.0,253333,1
Lee DeWyze,Beautiful Day,2uLNwZvdN7lOvlqT9ebjkB,0.483,0.79,-4.872,0.0517,0.0198,3.14e-05,0.143,0.29,135.121,0.0,237520,1
3OH!3,Deja Vu,70sK7T5SzRs6QFHA1LLfrw,0.654,0.817,-4.908,0.266,0.0816,0.0,0.41,0.794,127.991,0.0,184667,1
Glee Cast,Another One Bites The Dust,5sKuVASn4mzf7lTOUfaLVK,0.95,0.432,-5.457,0.109,0.0249,1.43e-05,0.155,0.769,109.99,9.0,180760,1
Rascal Flatts,Unstoppable,3Z2s3h4apCyZzRIVCS8bWL,0.473,0.799,-4.798,0.0483,0.0738,0.0,0.121,0.506,155.892,3.0,227720,1
Glee Cast,Tell Me Something Good,5dOlofEykU1fUeakZmi237,0.693,0.759,-4.544,0.0566,0.364,0.0,0.207,0.881,81.031,9.0,194867,1
Glee Cast,Loser,3iAvTn62s7rvE6hm6fFodt,0.701,0.864,-4.351,0.0631,0.00331,0.0,0.0421,0.811,106.034,3.0,199000,1
Young Money,Roger That,4UXpJDvdsfneLvT09oJocg,0.482,0.627,-7.561,0.116,0.00827,0.0,0.701,0.293,157.58,2.0,209827,1
OneRepublic,All The Right Moves,5XRHGXut00SrJUFmcn2lQF,0.529,0.948,-3.527,0.0474,0.258,9.35e-06,0.283,0.65,146.024,0.0,238000,1
Timbaland Featuring Justin Timberlake,Carry Out,2DHc2e5bBn4UzY0ENVFrUl,0.531,0.574,-6.693,0.113,0.114,0.0308,0.256,0.272,115.68,0.0,232467,1
Glee Cast,Bad Romance,0LpE5tfNe15QLvQL4YDi7T,0.628,0.922,-4.638,0.0759,0.0055,3.69e-06,0.181,0.532,119.005,0.0,294227,1
Crystal Bowersox,Up To The Mountain,47Dey0jXZv5PdGmCGR1jYa,0.351,0.362,-6.573,0.0275,0.701,4.52e-06,0.122,0.151,115.135,0.0,233200,1
Lady Antebellum,American Honey,4xInIiKipU1mtUogJ3ZdYr,0.588,0.684,-5.154,0.0288,0.508,0.0,0.141,0.121,85.997,1.0,224867,1
Glee Cast,Beth,2Ya2rGB2Bl4dJqJznK1XfD,0.514,0.267,-9.822,0.0319,0.771,1.41e-06,0.137,0.297,119.775,0.0,157613,1
Will Young,Leave Right Now,4mZsyuthp695XQWwb2g3qe,0.639,0.456,-8.612,0.0391,0.141,0.0,0.133,0.372,81.988,6.0,213013,1
Zac Brown Band,Highway 20 Ride,7J06GPr8b6A0zRHTZhah6s,0.55,0.402,-7.195,0.0339,0.551,1.38e-05,0.105,0.428,76.105,3.0,229280,1
3OH!3,Touchin On My,1LjHre9uHSLMuUrKsl6ppX,0.538,0.876,-3.559,0.139,0.03,0.0,0.251,0.527,83.949,1.0,183107,1
Glee Cast Featuring Neil Patrick Harris,Dream On,6cNSOKvw5hYVrOCrLw8joJ,0.417,0.622,-4.706,0.0299,0.0128,2.46e-06,0.614,0.224,154.022,3.0,274133,1
Glee Cast Featuring Idina Menzel,I Dreamed A Dream,4QDo30WQZZJle0Up1mC8ez,0.236,0.328,-8.434,0.0353,0.828,0.0,0.111,0.0606,170.914,10.0,188133,1
Timbaland Featuring Drake,Say Something,7qje9qxLncMESiPeI27SAn,0.555,0.713,-4.549,0.0911,0.0845,0.0,0.712,0.725,79.934,11.0,240920,1
Glee Cast,Safety Dance,3PYRn2lgbjuVB4w3BPQ8gs,0.637,0.902,-5.547,0.0371,0.00532,0.00142,0.106,0.701,105.012,6.0,199413,1
Eric Church,Hell On The Heart,5XcMzuskwO305UC7RBm9Zu,0.637,0.89,-3.877,0.0312,0.0832,1.9e-06,0.0892,0.928,123.002,0.0,164733,1
Easton Corbin,A Little More Country Than That,7LrZ3SczM7zlUkVlhevPp2,0.64,0.6,-8.534,0.0318,0.0795,1.5e-06,0.106,0.593,84.969,11.0,172227,1
Taylor Swift,Today Was A Fairytale,1P5QpwOgXJuoVTm3CWbnLY,0.485,0.717,-4.54,0.0321,0.0284,5.63e-06,0.14,0.356,158.047,7.0,241813,1
Erykah Badu,Window Seat,74HYrIbnpc2xKCTenv5qKM,0.643,0.535,-6.795,0.0941,0.648,0.00213,0.0766,0.564,82.193,0.0,289720,1
Justin Moore,Backwoods,3mSAhPW73pyeKoquI7E8B3,0.497,0.932,-5.029,0.0527,0.0678,2.5e-06,0.116,0.774,157.884,8.0,155893,1
Selena Gomez & The Scene,Naturally,1YaVmBh7EAeR54FIjuFcb5,0.605,0.902,-5.406,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,0.0,202587,1
Kris Allen,Live Like We're Dying,1HfxPaJggVwFsvOtHbVzMz,0.589,0.893,-2.948,0.0397,0.0273,0.0,0.343,0.94,92.011,0.0,212507,1
Glee Cast,One,5RAbn8pmLP0ylRDernjFzo,0.63,0.315,-10.658,0.279,0.382,0.0,0.0807,0.456,118.525,0.0,198253,1
Glee Cast Featuring Jonathan Groff,Total Eclipse Of The Heart,4KLp7sKY2YCzaSQelZZjZr,0.513,0.662,-6.058,0.0293,0.195,0.0,0.101,0.261,134.128,8.0,264493,1
Glee Cast,The Boy Is Mine,0wmiPr4HLmhgGeEBXYD8yL,0.65,0.729,-5.234,0.042,0.18,0.0,0.179,0.499,93.153,0.0,293680,1
Glee Cast,Lady Is A Tramp,05U9c8s9N8YUXNzGv3k4c7,0.326,0.687,-3.785,0.0531,0.159,0.0,0.341,0.554,200.035,0.0,166200,1
Spose,I'm Awesome,2y5SlUCjaItQI5lmakJ6ib,0.478,0.933,-5.814,0.353,0.54,0.0,0.923,0.442,98.949,0.0,179774,1
Shakira,Gypsy,3FESsHW8mAuiIsYpK6aJ6u,0.763,0.758,-5.106,0.0576,0.64,0.0,0.0706,0.515,92.727,6.0,198827,1
Maxwell,Fistful Of Tears,3uMigZrW9l9De8roOy6CAn,0.744,0.62,-6.995,0.0558,0.176,0.0,0.101,0.701,123.032,0.0,219267,1
Kelly Clarkson,All I Ever Wanted,31wPF6zccO0cINHfUS7wWb,0.633,0.866,-3.633,0.0443,0.0103,0.0,0.227,0.696,100.007,11.0,239107,1
Glee Cast,Ice Ice Baby,3kUkjtNjWG7jFEMIEPnVJq,0.98,0.816,-8.087,0.0831,0.0192,0.00298,0.0554,0.787,120.019,7.0,205120,1
Glee Cast Featuring Olivia Newton-John,Physical,3hJQ0Bzblzx7JY5rKPvap0,0.789,0.698,-5.837,0.0467,0.0236,0.0,0.0959,0.416,123.849,0.0,198907,1
Glee Cast,U Can't Touch This,1IoJTxNbXeOBcrLDMOB8qg,0.801,0.947,-4.515,0.0954,0.00866,8.87e-06,0.122,0.92,133.381,7.0,247160,1
Carrie Underwood,Temporary Home,0d0tJF80562KcMndcBcSfM,0.416,0.354,-6.357,0.0263,0.731,1e-06,0.0925,0.181,80.767,0.0,268560,1
Miley Cyrus,When I Look At You,7ywzEdEuVG1lsjsRCGJfLy,0.459,0.545,-4.874,0.0282,0.142,0.0,0.105,0.194,137.941,6.0,248587,1
Theory Of A Deadman,All Or Nothing,2ejt6exJRE2bXPfp37Xi8w,0.419,0.785,-4.483,0.0313,0.0289,0.0,0.0799,0.332,152.053,0.0,210560,1
Ludacris,How Low,1WtTLtofvcjQM3sXSMkDdX,0.784,0.498,-6.977,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,1.0,201587,1
Glee Cast,Beautiful,2b1f2Z5rpQUYKOyrOd770k,0.253,0.42,-6.241,0.0335,0.63,0.0,0.11,0.102,64.967,0.0,239467,1
Glee Cast Featuring Kristin Chenoweth,Home,3aiKybRCTBazAplseCewQc,0.266,0.354,-6.133,0.0318,0.728,0.0,0.123,0.134,106.3,0.0,282920,1
Big Time Rush,Halfway There,6L4PjBaEjTxI0sOBGq8OQg,0.541,0.91,-4.725,0.052,0.000927,0.0,0.146,0.351,143.022,8.0,212813,1
Keith Urban,'Til Summer Comes Around,1CKmI1IQjVEVB3F7VmJmM3,0.57,0.629,-7.608,0.0331,0.593,0.000136,0.77,0.308,127.907,0.0,331467,1
Glee Cast Featuring Jonathan Groff,Like A Prayer,6ib7bSRpd5ZcE3Cr5lPvYJ,0.544,0.871,-5.686,0.062,0.197,0.0,0.292,0.311,111.004,0.0,315253,1
The-Dream,Love King,2AGgputZd6NC15fPhZdhcN,0.628,0.678,-4.417,0.0297,0.026,0.0,0.123,0.36,83.995,10.0,251827,1
Alpha Rev,New Morning,7aOH8ShpP7P64x9fyTHxyc,0.191,0.682,-7.188,0.0413,0.05,5.49e-06,0.156,0.407,178.071,5.0,224827,1
Orianthi,According To You,72phhQtfwZcRweweRxxkmU,0.619,0.917,-2.582,0.0507,0.0233,1.21e-05,0.0986,0.552,131.002,5.0,200347,1
John Mayer,Heartbreak Warfare,4gs07VlJST4bdxGbBsXVue,0.624,0.554,-8.113,0.0225,0.191,0.00131,0.299,0.311,97.031,2.0,269720,1
Lifehouse,Halfway Gone,7AsqUKKbPMxOFNIbRLBxHt,0.543,0.919,-4.831,0.0415,0.000449,0.0,0.243,0.498,125.022,0.0,195307,1
Glee Cast,Borderline / Open Your Heart,1ojdrbpUqSQ8ItXs4tZQwd,0.618,0.751,-4.528,0.0382,0.0674,0.0,0.104,0.228,118.026,2.0,135800,1
Gucci Mane,Lemonade,6rUcS9i07F6okIe8wujs5J,0.741,0.658,-7.758,0.0853,0.643,3.43e-06,0.307,0.746,142.057,7.0,246013,1
Glee Cast,Like A Virgin,7FUNGlYkniRH0qhSHWU5HK,0.678,0.845,-3.05,0.0475,0.0651,0.0,0.0841,0.763,119.999,0.0,195093,1
Glee Cast,4 Minutes,5aWlISJTMKHHThgoXIYUw8,0.675,0.942,-3.096,0.0518,0.0052,0.000167,0.0764,0.414,112.938,0.0,189400,1
Tim McGraw,Still,4h902geDlD4zfZzN9Nzaq7,0.413,0.612,-6.625,0.0276,0.261,0.000875,0.132,0.23,173.412,1.0,224147,1
Glee Cast,Gives You Hell,7oN2q9L9YShc6weFVvnnxA,0.752,0.605,-5.569,0.032,0.0807,0.0,0.112,0.789,100.007,0.0,206667,1
Waka Flocka Flame,O Let's Do It,0wCC06ziWEkYOif44iFggw,0.682,0.513,-6.312,0.396,0.0128,0.0,0.212,0.338,130.085,0.0,248533,1
Robin Thicke,Sex Therapy,6MmxDAqXSxFS9dLQs1l7DT,0.702,0.53,-4.384,0.0296,0.679,0.0,0.241,0.319,112.036,3.0,275147,1
Glee Cast Featuring Jonathan Groff,Hello,09MQwsUkzi29VEQLsUBSvX,0.586,0.3,-9.517,0.0335,0.812,0.0,0.117,0.319,121.766,0.0,206040,1
Glee Cast,Hello Goodbye,66MibHybwVbdo65IOZIj97,0.464,0.757,-5.455,0.0326,0.081,0.0,0.102,0.227,101.067,0.0,209387,1
Daughtry,Life After You,70NGpcNvhI2hqonWNAETIu,0.396,0.796,-3.253,0.0357,0.0597,0.0,0.407,0.362,154.037,5.0,207213,1
 Love You,Hell,09FQGqs5RYTvYavAMZLYca,0.177,0.573,-9.213,0.05,0.16,0.778,0.159,0.0394,77.943,0.0,407933,1
Taylor Swift,Fearless,6Eu31gddWw0gOGO506pJYA,0.594,0.712,-4.418,0.0273,0.04,0.0,0.309,0.476,99.972,5.0,241987,1
Pearl Jam,Just Breathe,6i81qFkru6Kj1IEsB7KNp2,0.473,0.348,-11.1,0.0288,0.721,7.42e-05,0.0823,0.283,107.819,0.0,215853,1
Iyaz,Replay,5vlEg2fT4cFWAqU5QptIpQ,0.706,0.751,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031,9.0,182307,1
Taylor Swift,You Belong With Me,3GCL1PydwsLodcpv0Ll1ch,0.687,0.783,-4.44,0.0386,0.162,1.35e-05,0.114,0.443,129.964,6.0,231133,1
Rob Thomas,Someday,7uPQU7uKvsZZ7T9XnpBpFg,0.573,0.905,-5.954,0.0343,0.0408,0.0,0.113,0.683,135.943,10.0,247800,1
Alicia Keys,Try Sleeping With A Broken Heart,1yK9LISg5uBOOW5bT2Wm0i,0.496,0.82,-5.155,0.112,0.158,0.246,0.13,0.549,110.977,5.0,249013,1
Matisyahu,One Day,0nCZDQrlWA149QdGTdlsFU,0.346,0.61,-5.818,0.15,0.198,0.0,0.117,0.235,68.552,0.0,207573,1
Melanie Fiona,It Kills Me,6qU37BgVfPhpb2rhYzZWrF,0.618,0.764,-4.375,0.0411,0.228,0.0,0.0972,0.479,107.452,8.0,250413,1
Josh Turner,Why Don't We Just Dance,2p07VcUwRZ5sru3mJ0JogS,0.677,0.776,-5.933,0.0386,0.42,0.000689,0.0954,0.642,121.834,5.0,192800,1
T-Pain,Reverse Cowgirl,57C67IcoKSWaiijRkYulHW,0.482,0.67,-6.373,0.0409,0.00829,0.0,0.181,0.367,129.869,1.0,229400,1
Snoop Dogg,I Wanna Rock,3vNiHPIipR4a4bZKA288CD,0.521,0.849,-3.238,0.318,0.168,0.0,0.289,0.431,122.852,5.0,235987,1
Sade,Soldier Of Love,0bgsj8kz5zWbQ6njk2Oqoz,0.775,0.572,-8.427,0.0632,0.0117,0.0291,0.0847,0.64,90.023,0.0,356653,1
Justin Bieber,That Should Be Me,0aPZbnkMoWJaJ5CNVLCj8S,0.545,0.602,-5.71,0.0341,0.201,0.0,0.151,0.227,139.89,8.0,232720,1
Owl City,Fireflies,3DamFFqW32WihKkTVlwTYQ,0.513,0.661,-6.8,0.0439,0.0274,0.0,0.118,0.461,180.118,3.0,228347,1
Jason Derulo,Whatcha Say,67T6l4q3zVjC5nZZPXByU8,0.615,0.711,-5.507,0.0779,0.0444,0.0,0.145,0.711,144.036,11.0,221253,1
Jason Aldean,The Truth,25rV6ArwFMht49oONoqSLQ,0.496,0.577,-5.305,0.0257,0.234,2.4e-06,0.109,0.381,143.014,9.0,238413,1
Brad Paisley,American Saturday Night,7xJqaCgeteqWPogqjjxkBl,0.487,0.938,-5.466,0.0533,0.0721,2.63e-05,0.522,0.733,157.795,4.0,274200,1
Avril Lavigne,Alice,4gLVsEaNMpzkCAM0hXgDoi,0.536,0.824,-4.403,0.0767,0.0458,0.000199,0.174,0.172,119.004,0.0,300987,1
Godsmack,Cryin' Like A Bitch!,4a9i7rCLfPjbS1sNamZeQN,0.543,0.808,-5.484,0.0407,7.19e-05,0.00336,0.114,0.472,95.19,10.0,201667,1
Phoenix,1901,3FM33HqRlV7J1QJoPOnd2u,0.591,0.831,-5.647,0.0415,0.0605,4.67e-05,0.19,0.705,144.084,0.0,193107,1
Shinedown,If You Only Knew,0CkSF2TAqIu8TJaVwwAOnT,0.449,0.956,-4.011,0.0398,0.000347,0.0,0.325,0.321,97.011,0.0,226640,1
Darius Rucker,History In The Making,1J4HTEFSDx9DWyJVH5uv1b,0.475,0.718,-5.638,0.034,0.0373,0.0,0.326,0.453,157.722,0.0,209480,1
Justin Bieber,Never Let You Go,01BlGnXpLuC0BjgUxVYZFb,0.662,0.811,-4.852,0.0357,0.00136,1.23e-06,0.251,0.674,103.153,0.0,264400,1
Mario,Ooh Baby,0IneDe6NkMtTOb5q2SPXfq,0.622,0.593,-6.779,0.0363,0.00611,2.17e-05,0.263,0.374,75.025,0.0,220400,1
Artists For Haiti,We Are The World 25: For Haiti,07rhyW77lp2bGv8EQoZy6k,0.348,0.717,-5.634,0.0882,0.311,0.0,0.0786,0.28,66.21,4.0,416778,1
Owl City,Vanilla Twilight,0vCTQcxSGAgjHaiAsIANKn,0.582,0.529,-7.637,0.0248,0.00961,0.000554,0.113,0.567,166.134,11.0,231707,1
Danny Gokey,My Best Days Are Ahead Of Me,5w7GCrY0J4oTI9jWlma82d,0.615,0.822,-4.499,0.0399,0.109,0.0,0.127,0.398,119.997,11.0,186133,1
Kelly Clarkson,Already Gone,7ceIquYtiTYlgSSm7PqUf9,0.209,0.872,-2.996,0.0757,0.217,0.0,0.0768,0.294,78.139,9.0,281560,1
Kings Of Leon,Use Somebody,5VGlqQANWDKJFl0MBG3sg2,0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,0.0,230760,1
The Black Eyed Peas,Meet Me Halfway,0xfpx7AiwgSKEtjotea2L6,0.798,0.629,-6.857,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,0.0,284373,1
Lady Gaga,Paparazzi,16Me2jlMlTX4xsps2j71mC,0.763,0.693,-3.973,0.0438,0.111,0.0,0.101,0.399,114.912,0.0,208307,1
Toby Keith,Cryin' For Me (Wayman's Song),5D2Sr7fTxeVfO4cYniJG7X,0.51,0.398,-7.685,0.0284,0.362,0.00139,0.112,0.261,156.08,0.0,285507,1
Miranda Lambert,White Liar,08NPIspzvBNj88lHalgA4V,0.35,0.777,-4.33,0.0336,0.0499,0.000742,0.413,0.419,185.04,10.0,287760,1
General Larry Platt,Pants On The Ground,2aYguRih2pKaKXiW7UFrbA,0.836,0.768,-5.47,0.0969,0.0295,0.0,0.513,0.613,95.025,0.0,210547,1
Creed,Rain,2CIsr5cqDJeWffps0vtNeq,0.538,0.925,-3.178,0.0392,0.00209,0.0,0.258,0.443,98.016,11.0,208240,1
Miley Cyrus,Party In The U.S.A.,5Q0Nhxo0l2bP3pNjpGJwV1,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,0.0,202067,1
Christopher Wilde,Hero,3q3pZHncNkvIWJebMeuQqQ,0.333,0.902,-4.65,0.123,0.0279,0.0,0.115,0.601,185.539,3.0,196893,1
k.d. lang,Hallelujah (Vancouver Winter 2010 Version),0eMBT8pajtxCOmQYSVpcxE,0.256,0.219,-9.617,0.0354,0.869,5.09e-05,0.108,0.098,172.686,0.0,337600,1
Christopher Wilde,StarStruck,03teNQu8rWlFnNzF1ULXIq,0.555,0.8,-4.835,0.0776,0.0353,0.0,0.0783,0.801,174.007,0.0,175027,1
Tim McGraw,Southern Voice,1R9tieT3ZujuJ77a9U5wR3,0.63,0.877,-4.106,0.0321,0.0446,0.0,0.113,0.758,112.051,9.0,242427,1
Nickelback,Never Gonna Be Alone,7aySoZnwt7c6lA54qVVUOk,0.544,0.802,-4.152,0.0282,0.00155,7.34e-05,0.122,0.59,130.022,4.0,227027,1
Dierks Bentley,I Wanna Make You Close Your Eyes,0V6Na986SNXm1CpreVF56E,0.599,0.61,-5.745,0.0232,0.104,4.83e-05,0.115,0.359,95.979,1.0,239119,1
Dave Matthews Band,You And Me,12ZdBjNAfRXZZTvMSrJPUb,0.652,0.627,-7.313,0.0894,0.436,8.11e-06,0.0674,0.315,137.867,7.0,340533,1
Cascada,Evacuate The Dancefloor,1fvD4tBLGypUG0Tg2nHHus,0.76,0.694,-5.856,0.0458,0.0195,0.0,0.29,0.9,127.009,0.0,206307,1
Beyonce,Sweet Dreams,1FKxKGONukVFXWVJxAKmlz,0.694,0.825,-5.986,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,1.0,208067,1
Nick Jonas & The Administration,Who I Am,65YX6qx31L6SOQlrSMGYeM,0.636,0.763,-5.588,0.035,0.0773,2.81e-05,0.174,0.756,107.256,4.0,245573,1
Reba,Consider Me Gone,0fNCLvSVUEK7NTwhu5vk5B,0.587,0.732,-3.851,0.0296,0.098,0.0,0.0917,0.453,97.031,8.0,218053,1
Shiny Toy Guns,Major Tom,6MQdIVpcXuaa9QpuCd33ei,0.637,0.79,-6.776,0.0383,0.0458,0.0041,0.249,0.607,164.822,0.0,262333,1
Colbie Caillat,Fallin' For You,1le5KVGTF1xWf2aUj7ruLy,0.644,0.834,-6.473,0.0275,0.156,0.0,0.112,0.593,117.043,4.0,215547,1
Carrie Underwood,Cowboy Casanova,6OqdF0vHI9xkqswI7EK0cD,0.597,0.82,-2.529,0.0582,0.0328,0.0,0.119,0.576,119.969,5.0,236787,1
Justin Bieber,One Less Lonely Girl,69ghzc538EQSVon2Gm3wrr,0.58,0.75,-4.421,0.194,0.159,0.0,0.274,0.728,86.938,4.0,229107,1
Eddie Vedder,My City Of Ruins (Live From The Kennedy Center Honors),21BL3kK8feVhrEz27j2GER,0.448,0.322,-12.683,0.0428,0.772,0.0,0.947,0.331,82.239,2.0,241643,1
Jake Owen,Eight Second Ride,0XjXQDJpajDzCdpazp1562,0.645,0.843,-4.072,0.0475,0.104,0.0,0.249,0.534,92.357,0.0,187320,1
Usher,Papers,77fP7UixHMYEIFT8NS92Ul,0.802,0.556,-5.395,0.0418,0.0339,0.0,0.0958,0.158,120.047,1.0,261413,1
Jason Michael Carroll,Hurry Home,61aJPoKikSDWTNnyp4fzgf,0.617,0.453,-7.956,0.0316,0.248,0.0,0.109,0.252,133.958,2.0,242867,1
Taylor Swift,Fifteen,4t0OI7XrODjSkAu3bTPmWj,0.556,0.651,-4.396,0.0266,0.067,0.0,0.145,0.203,95.485,7.0,294333,1
Muse,Uprising,4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019,2.0,304840,1
Three Days Grace,Break,4urxRqBRiaH0i20OKBsgxc,0.578,0.897,-3.906,0.0357,0.000666,0.0,0.0924,0.737,115.491,0.0,193107,1
Chris Brown,Crawl,3SK0wdiECK6UltzbYm2rkd,0.41,0.743,-6.356,0.0591,0.0416,0.0,0.113,0.417,176.048,0.0,236253,1
50 Cent Featuring Ne-Yo,Baby By Me,1s0Qy8SEPTR1hUAA0ikC7A,0.619,0.827,-4.665,0.0852,0.0045,0.0134,0.0283,0.354,190.031,0.0,213360,1
Rihanna,Russian Roulette,3rMsX63C0IZVnOT5LGYoTH,0.48,0.486,-5.754,0.0447,0.046,0.0,0.107,0.265,80.051,0.0,227533,1
Lady Antebellum,Ready To Love Again,4jJEEPrPMTMHpabgjefRN7,0.555,0.638,-5.012,0.027,0.313,0.0,0.122,0.185,102.676,4.0,173267,1
Luke Bryan,Do I,7A5CReD6yWe0rrkJym34QI,0.581,0.691,-5.33,0.0333,0.257,0.0,0.11,0.299,137.985,9.0,239413,1
Breaking Benjamin,I Will Not Bow,2yXyz4NLTZx9CLdXfLTp5E,0.533,0.955,-3.708,0.0653,0.000165,1.36e-05,0.38,0.55,107.984,8.0,216733,1
Cobra Starship,Hot Mess,18eoNBn1L1li2TvPa2DupB,0.642,0.87,-4.096,0.11,0.00205,0.0,0.129,0.73,119.987,7.0,172293,1
Justin Bieber,One Time,6eDApnV9Jdb1nYahOlbbUh,0.691,0.853,-2.528,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,0.0,215867,1
David Nail,Red Light,66EhdSD4MPXk5ZXljDJWI6,0.387,0.804,-2.601,0.0372,0.0917,1.98e-05,0.171,0.428,163.853,9.0,246333,1
Lady Antebellum,Love This Pain,5WGQT9EYapix3MpDKFMwDN,0.639,0.905,-3.044,0.0409,0.00876,1.54e-06,0.364,0.792,127.972,11.0,183653,1
Jesse McCartney Featuring T-Pain,Body Language,66cQXuWUSM6vcfRxAPVTtf,0.637,0.701,-5.018,0.0412,0.0625,0.0,0.175,0.466,161.476,0.0,221773,1
Maxwell,Bad Habits,0f62w1teOSaYgKObtzygaR,0.661,0.67,-7.645,0.258,0.0873,2.01e-06,0.0794,0.661,148.02,0.0,352280,1
Jay-,Run This Town,7LR85XLWw2yXqKBSI5brbG,0.632,0.924,-1.802,0.29,0.281,0.0,0.263,0.441,86.844,1.0,267520,1
P!nk,Funhouse,1uexV2mYuZmLhVz4G5LUZv,0.792,0.865,-3.04,0.0337,0.00503,1.64e-06,0.0375,0.833,103.935,0.0,204627,1
Chris Young,Gettin' You Home,28Sc21lrWcZD9Ov4rRkPJq,0.639,0.678,-5.02,0.0278,0.44,1.45e-06,0.221,0.531,106.966,7.0,212133,1
Weezer,(If You're Wondering If I Want You To) I Want You To,09aDV0TC2RfWFU5IwZfIdG,0.695,0.873,-5.722,0.0392,0.00163,0.000198,0.154,0.799,110.021,0.0,208773,1
Eminem,Music Box,1PokNDiTBQZgXci6rn2BVE,0.635,0.712,-5.151,0.11,0.0131,0.0,0.187,0.458,78.598,0.0,304907,1
Selena Gomez & The Scene,Falling Down,6PAL3nzEgroNOMurJAjpFX,0.58,0.898,-3.517,0.0832,0.000146,7.87e-06,0.359,0.805,140.016,0.0,184680,1
Craig Morgan,Bonfire,4PyKicaf5RL5tlidl6ZMO5,0.426,0.917,-2.968,0.103,0.119,0.0,0.153,0.506,175.716,0.0,179707,1
Beyonce Featuring Lady Gaga,Video Phone,2nX9948PslVYrrHUf6w0eL,0.32,0.782,-7.37,0.374,0.00203,0.000851,0.39,0.527,78.05,8.0,304693,1
Thirty Seconds To Mars,Kings And Queens,4sjLcE0GQ6urc4iUXsUPe9,0.293,0.816,-5.432,0.0844,0.0401,2.95e-05,0.13,0.148,164.982,8.0,347667,1
Alicia Keys,Empire State Of Mind (Part II) Broken Down,5sra5UY6sD658OabHL3QtI,0.479,0.368,-7.784,0.0341,0.739,4.1e-05,0.118,0.142,92.959,6.0,216480,1
Eminem,Elevator,26rUU3JZ9JB9OkEuG9mb3e,0.796,0.793,-3.911,0.318,0.323,0.0,0.332,0.556,90.51,7.0,292933,1
Lil Wayne,On Fire,50mX6QmpQX4cCsRYJ9fGM3,0.626,0.866,-4.065,0.0408,0.00316,0.000364,0.171,0.545,132.031,0.0,248240,1
Omarion Featuring Gucci Mane,I Get It In,2E6gb0Ngrvun6CUAUkvZPI,0.721,0.797,-4.549,0.135,0.00274,0.0,0.0841,0.674,154.086,0.0,187533,1
Glee Cast,My Life Would Suck Without You,0UrheRSNBXBiZgudI7tVQ2,0.471,0.663,-6.284,0.0348,0.0177,0.0,0.0801,0.449,145.078,9.0,211800,1
Glee Cast,You Can't Always Get What You Want,1Y7abeCiyuhkE7lVliXkWp,0.234,0.745,-6.017,0.0524,0.175,0.0,0.295,0.41,93.825,7.0,207160,1
Thirty Seconds To Mars,This Is War,2D52zjCyqEIQa221lhw6uk,0.404,0.723,-5.26,0.0571,0.0661,1.91e-06,0.233,0.225,160.048,6.0,326983,1
Glee Cast,Last Christmas,0fUFpFczhuhJBz2Z28IL2x,0.63,0.757,-6.005,0.0254,0.00716,0.0,0.348,0.65,106.885,5.0,216627,1
Glee Cast,And I Am Telling You I'm Not Going,5qddWI3SMzfPbZaOSj9XGw,0.378,0.609,-6.07,0.0525,0.498,0.0,0.509,0.191,123.7,10.0,246867,1
George Strait,Twang,10Jl8nC5i4idX63nUk3mRj,0.561,0.956,-3.331,0.0799,0.279,6.83e-06,0.0801,0.78,158.621,9.0,175600,1
Zac Brown Band,Toes,5kjyiH6but1t2UDXq15aeS,0.8,0.759,-5.398,0.0378,0.655,0.0,0.0897,0.821,129.979,11.0,262773,1
Timbaland Featuring Nelly Furtado & SoShy,Morning After Dark,6mmtxbG5pzkrJ0BrSdg9uW,0.734,0.927,-4.244,0.042,0.076,0.00134,0.0465,0.901,118.039,0.0,231960,1
Leona Lewis,Happy,2DWO9x9rhszjJsabuPqp8P,0.492,0.641,-5.296,0.0448,0.459,0.0,0.0809,0.235,76.07,0.0,242093,1
